"Mineral Name","Mineral Name (plain)","IMA Chemistry (HTML)","Chemistry Elements","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Crystal Systems","Space Groups","IMA Mineral Symbol","Paragenetic Modes"
"Aspedamite","Aspedamite","<span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>12</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>)<sub>3</sub>Nb<sub>4</sub>[Th(Nb,Fe<sup>3+</sup>)<sub>12</sub>O<sub>42</sub>][(H<sub>2</sub>O),(OH)]<sub>12</sub>","Fe Nb Th O H","2011","Approved","Menezesite"," ","cubic","Im3","Apd","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Aspidolite","Aspidolite","NaMg<sub>3</sub>(Si<sub>3</sub>Al)O<sub>10</sub>(OH)<sub>2</sub>","Na Mg Si Al O H","1869","Approved,Redefined","Mica, Clay","mica-true micas","triclinic|monoclinic","C2/m|C-1","Asp","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Asselbornite","Asselbornite","Pb(UO<sub>2</sub>)<sub>4</sub>(BiO)<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>7</sub>·4H<sub>2</sub>O","Pb U O Bi As H","1980","Approved"," "," ","cubic","Im3m","Asbn","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Astrocyanite-(Ce)","Astrocyanite-(Ce)","Cu<sub>2</sub>Ce<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>5</sub>(OH)<sub>2</sub>·1.5H<sub>2</sub>O","Cu Ce U O C H","1989","Approved"," "," ","hexagonal","","Acy-Ce","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Astrophyllite","Astrophyllite","K<sub>2</sub>NaFe<sup>2+</sup><sub>7</sub>Ti<sub>2</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>4</sub>F","K Na Fe Ti Si O H F","1848","Approved,Grandfathered","Astrophyllite-Astrophyllite","astrophyllite","triclinic|monoclinic","P-1|C2/m, A-1","Ast","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Atacamite","Atacamite","Cu<sub>2</sub>Cl(OH)<sub>3</sub>","Cu Cl O H","1803","Approved,Grandfathered","Atacamite","atacamite","orthorhombic","Pnma|Pnam","Ata","Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM15 - Black smokers, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM57 - Other minerals formed by human processes"
"Atelestite","Atelestite","Bi<sub>2</sub>O(AsO<sub>4</sub>)(OH)","Bi O As H","1832","Approved,Grandfathered","Atelestite","atelestite","monoclinic","P2_1/c","Ale","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Atelisite-(Y)","Atelisite-(Y)","Y<sub>4</sub>Si<sub>3</sub>O<sub>8</sub>(OH)<sub>8</sub>","Y Si O H","2010","Approved","Zircon"," ","tetragonal","I-42d","Ael-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Atencioite","Atencioite","Ca<sub>2</sub>Fe<sup>2+</sup><sub>3</sub>Mg<sub>2</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O","Ca Fe Mg Be P O H","2004","Approved","Roscherite","roscherite","triclinic","P-1","Aco","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Athabascaite","Athabascaite","Cu<sub>5</sub>Se<sub>4</sub>","Cu Se","1969","Approved"," "," ","orthorhombic","","Atb","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Atheneite","Atheneite","Pd<sub>2</sub>(As<sub>0.75</sub>Hg<sub>0.25</sub>)","Pd As Hg","1973","Approved","Barringerite"," ","hexagonal","P6/mmm|P-62m","Ah","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
"Atlasovite","Atlasovite","Cu<sup>2+</sup><sub>6</sub>Fe<sup>3+</sup>Bi<sup>3+</sup>O<sub>4</sub>(SO<sub>4</sub>)<sub>5</sub>·KCl","Cu Fe Bi O S K Cl","1986","Approved"," "," ","tetragonal","P4/ncc","Atv","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Atokite","Atokite","Pd<sub>3</sub>Sn","Pd Sn","1974","Approved","Perovskite, Auricupride","zvyagintsevite","cubic","Pm-3m|Fm3m, Pm3m","Ato","Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
"Attakolite","Attakolite","CaMn<sup>2+</sup>Al<sub>4</sub>(HSiO<sub>4</sub>)(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>","Ca Mn Al H Si O P","1868","Approved,Redefined"," "," ","monoclinic","C2/m","Ako","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Attikaite","Attikaite","Ca<sub>3</sub>Cu<sub>2</sub>Al<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O","Ca Cu Al As O H","2006","Approved"," "," ","orthorhombic","","Atk","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aubertite","Aubertite","Cu<sup>2+</sup>Al(SO<sub>4</sub>)<sub>2</sub>Cl·14H<sub>2</sub>O","Cu Al S O Cl H","1978","Approved","Aubertite","aubertite","triclinic","P1|P-1","Aub","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Auerbakhite","Auerbakhite","MnTl<sub>2</sub>As<sub>2</sub>S<sub>5</sub>","Mn Tl As S","2020","Approved"," "," ","orthorhombic","Cmca","Aue","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Augelite","Augelite","Al<sub>2</sub>(PO<sub>4</sub>)(OH)<sub>3</sub>","Al P O H","1868","Approved,Grandfathered"," "," ","monoclinic","C2/m","Aul","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM31 - Contact metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Augite","Augite","(Ca,Mg,Fe)<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>","Ca Mg Fe Si O","1685","Approved","Pyroxene","pyroxene","monoclinic","C2/c","Aug","Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM8 - Mafic igneous rocks, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM20 - Acidic volcanic rocks, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Auriacusite","Auriacusite","Fe<sup>3+</sup>Cu<sup>2+</sup>(AsO<sub>4</sub>)O","Fe Cu As O","2009","Approved","Andalusite"," ","orthorhombic","Pnnm","Aur","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aurichalcite","Aurichalcite","(Zn,Cu)<sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>","Zn Cu C O H","1839","Approved,Grandfathered"," "," ","monoclinic","P2_1/m","Ach","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Auricupride","Auricupride","Cu<sub>3</sub>Au","Cu Au","1950","Approved,Grandfathered","Perovskite, Auricupride"," ","cubic","Pm3m","Auc","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Aurihydrargyrumite","Aurihydrargyrumite","Au<sub>6</sub>Hg<sub>5</sub>","Au Hg","2017","Approved"," "," ","hexagonal","P6_3/mcm","Ahg","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits"
"Aurivilliusite","Aurivilliusite","Hg<sup>1+</sup>Hg<sup>2+</sup>OI","Hg O I","2002","Approved"," "," ","monoclinic","C2/c","Avl","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aurorite","Aurorite","Mn<sup>2+</sup>Mn<sup>4+</sup><sub>3</sub>O<sub>7</sub>·3H<sub>2</sub>O","Mn O H","1966","Approved"," ","chalcophanite","hexagonal","R-3","Aro","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aurostibite","Aurostibite","AuSb<sub>2</sub>","Au Sb","1952","Approved,Grandfathered","Pyrite","pyrite","cubic","Pa3","Ausb","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Austinite","Austinite","CaZn(AsO<sub>4</sub>)(OH)","Ca Zn As O H","1935","Approved,Grandfathered","Adelite","adelite-descloizite-adelite subgroup","orthorhombic","P2_12_12_1","Aus","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Autunite","Autunite","Ca(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·10-12H<sub>2</sub>O","Ca U O P H","1852","Approved,Grandfathered","Autunite","autunite","orthorhombic","Pnma","Aut","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization"
"Avdeevite","Avdeevite","(Na,Cs)(Be<sub>2</sub>Li)Al<sub>2</sub>(Si<sub>6</sub>O<sub>18</sub>)","Na Cs Be Li Al Si O","2019","Approved","Beryl"," ","hexagonal","P6/mcc","Avd","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Avdoninite","Avdoninite","K<sub>2</sub>Cu<sub>5</sub>Cl<sub>8</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O","K Cu Cl O H","2005","Approved"," "," ","monoclinic","","Avn","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
"Averievite","Averievite","Cu<sub>5</sub>O<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>·CuCl<sub>2</sub>","Cu O V Cl","1995","Approved"," "," ","hexagonal","P3","Avv","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Avicennite","Avicennite","Tl<sub>2</sub>O<sub>3</sub>","Tl O","1958","Approved,Grandfathered","Bixbyite"," ","cubic","I2_13|Ia3","Avc","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Avogadrite","Avogadrite","KBF<sub>4</sub>","K B F","1926","Approved,Grandfathered","Baryte"," ","orthorhombic","Pbnm|Pnma","Avg","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Awaruite","Awaruite","Ni<sub>3</sub>Fe","Ni Fe","1885","Approved,Grandfathered","Perovskite, Auricupride"," ","cubic","Pm-3m|Fm3m","Awr","Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Axelite","Axelite","Na<sub>14</sub>Cu<sub>7</sub>(AsO<sub>4</sub>)<sub>8</sub>F<sub>2</sub>Cl<sub>2</sub>","Na Cu As O F Cl","2017","Approved,Pending publication","Not in a structural group"," ","tetragonal","P4bm","Axe","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Axinite-(Fe)","Axinite-(Fe)","Ca<sub>4</sub>Fe<sup>2+</sup><sub>2</sub>Al<sub>4</sub>[B<sub>2</sub>Si<sub>8</sub>O<sub>30</sub>](OH)<sub>2</sub>","Ca Fe Al B Si O H","1801","Approved,Renamed","Axinite","axinite","triclinic","P-1","Ax-Fe","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Axinite-(Mg)","Axinite-(Mg)","Ca<sub>4</sub>Mg<sub>2</sub>Al<sub>4</sub>[B<sub>2</sub>Si<sub>8</sub>O<sub>30</sub>](OH)<sub>2</sub>","Ca Mg Al B Si O H","1975","Approved,Renamed","Axinite","axinite","triclinic","P-1","Ax-Mg","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Axinite-(Mn)","Axinite-(Mn)","Ca<sub>4</sub>Mn<sup>2+</sup><sub>2</sub>Al<sub>4</sub>[B<sub>2</sub>Si<sub>8</sub>O<sub>30</sub>](OH)<sub>2</sub>","Ca Mn Al B Si O H","1909","Approved,Renamed","Axinite","axinite","triclinic","P-1","Ax-Mn","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits"
"Azoproite","Azoproite","Mg<sub>2</sub>[(Ti,Mg),Fe<sup>3+</sup>]O<sub>2</sub>(BO<sub>3</sub>)","Mg Ti Fe O B","1970","Approved","Ludwigite","ludwigite","orthorhombic","Pbam","Azo","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Azurite","Azurite","Cu<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>","Cu C O H","1824","Approved,Grandfathered","Not in a structural group"," ","monoclinic","P2_1/c","Azu","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
"Babánekite","Babanekite","Cu<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O","Cu As O H","2012","Approved","Vivianite"," ","monoclinic","C2/m","Bbá","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Babefphite","Babefphite","BaBe(PO<sub>4</sub>)F","Ba Be P O F","1966","Approved"," "," ","triclinic|orthorhombic, tetragonal","Fdd2|F1","Bbf","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Babingtonite","Babingtonite","Ca<sub>2</sub>Fe<sup>2+</sup>Fe<sup>3+</sup>Si<sub>5</sub>O<sub>14</sub>(OH)","Ca Fe Si O H","1824","Approved,Grandfathered","Rhodonite","rhodonite","triclinic","P-1|P1","Bab","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Babkinite","Babkinite","Pb<sub>2</sub>Bi<sub>2</sub>(S,Se)<sub>3</sub>","Pb Bi S Se","1994","Approved","Tetradymite"," ","hexagonal","","Bbk","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Backite","Backite","Pb<sub>2</sub>AlTeO<sub>6</sub>Cl","Pb Al Te O Cl","2013","Approved","Backite"," ","hexagonal","P312","Bac","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Badakhshanite-(Y)","Badakhshanite-(Y)","Y<sub>2</sub>Mn<sub>4</sub>Al(Si<sub>2</sub>B<sub>7</sub>BeO<sub>24</sub>)","Y Mn Al Si B Be O","2018","Approved","Perettiite"," ","orthorhombic","Pnma","Bad-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Badalovite","Badalovite","NaNaMg(MgFe<sup>3+</sup>)(AsO<sub>4</sub>)<sub>3</sub>","Na Mg Fe As O","2016","Approved","Alluaudite"," ","monoclinic","C2/c","Bdl","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Baddeleyite","Baddeleyite","ZrO<sub>2</sub>","Zr O","1893","Approved,Grandfathered","Baddeleyite"," ","monoclinic|orthorhombic","P2_1/c|Pbc2_1","Bdy","Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Badengzhuite","Badengzhuite","TiP","Ti P","2019","Approved"," "," ","hexagonal","P6_3/mmc","Bdz","Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Bafertisite","Bafertisite","Ba<sub>2</sub>Fe<sup>2+</sup><sub>4</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>F<sub>2</sub>","Ba Fe Ti Si O H F","1959","Approved,Redefined","Seidozerite-Bafertisite","bafertisite","monoclinic|orthorhombic","Cm","Bft","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Baghdadite","Baghdadite","Ca<sub>6</sub>Zr<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>4</sub>","Ca Zr Si O","1982","Approved","Wöhlerite "," ","monoclinic","P2_1/a|P2_1/c","Bgd","Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Bahariyaite","Bahariyaite","KMnO<sub>4</sub>","K Mn O","2020","Approved,Pending publication","Baryte"," ","orthorhombic","Pnma","Bah","Biotic; Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Bahianite","Bahianite","Al<sub>5</sub>Sb<sup>5+</sup><sub>3</sub>O<sub>14</sub>(OH)<sub>2</sub>","Al Sb O H","1974","Approved"," "," ","monoclinic","C2/m","Bhi","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Baileychlore","Baileychlore","(Zn,Fe<sup>2+</sup>,Al,Mg)<sub>6</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>8</sub>","Zn Fe Al Mg Si O H","1986","Approved","Chlorite, Clay","chlorite","monoclinic","Ib","Blc","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Bainbridgeite-(YCe)","Bainbridgeite-(YCe)","Na<sub>2</sub>Ba<sub>2</sub>YCe(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O","Na Ba Y Ce C O H","2020","Approved,Pending publication","Mckelveyite"," ","triclinic","P1","Bbg","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Bairdite","Bairdite","Pb<sub>2</sub>Cu<sup>2+</sup><sub>4</sub>Te<sup>6+</sup><sub>2</sub>O<sub>10</sub>(OH)<sub>2</sub>(SO<sub>4</sub>)·H<sub>2</sub>O","Pb Cu Te O H S","2012","Approved","Not in a structural group"," ","monoclinic","P2_1/c","Bai","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Bakhchisaraitsevite","Bakhchisaraitsevite","Na<sub>2</sub>Mg<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>·7H<sub>2</sub>O","Na Mg P O H","1999","Approved"," "," ","monoclinic","P2_1/c","Bkc","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Baksanite","Baksanite","Bi<sub>6</sub>Te<sub>2</sub>S<sub>3</sub>","Bi Te S","1992","Approved","Tetradymite"," ","hexagonal","P-3m1","Bks","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Balangeroite","Balangeroite","Mg<sub>21</sub>Si<sub>8</sub>O<sub>27</sub>(OH)<sub>20</sub>","Mg Si O H","1982","Approved"," "," ","monoclinic|unknown, triclinic, orthorhombic","P2/n|P-1","Bal","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Balestraite","Balestraite","KLi<sub>2</sub>V<sup>5+</sup>Si<sub>4</sub>O<sub>12</sub>","K Li V Si O","2013","Approved","Mica"," ","monoclinic","C2","Bls","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Balićžunićite","Baliczunicite","Bi<sub>2</sub>O(SO<sub>4</sub>)<sub>2</sub>","Bi O S","2012","Approved"," "," ","triclinic","P-1","Bžć","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
